airport,countryCode,lat,lng,month_of_purchase,year_of_purchase,months_in_advance,month_of_flight,year_of_flight,airline,dist,duration,price,sale
MJV,ES,37.775213,-0.81904,10,2019,3,1,2020,EuroWings,765.12,91.0,57.63,False
LBY,FR,47.288136,-2.3467830000000003,4,2019,1,5,2019,EuroWings,754.14,90.0,57.27,False
RNE,FR,46.053333,4.000833,4,2019,3,7,2019,EuroWings,234.97,38.0,28.44,False
NWI,GB,52.669534,1.2767819999999999,5,2019,8,1,2020,EasyJet,801.32,95.0,44.33,False
CER,FR,49.650812,-1.475198,6,2019,2,8,2019,EasyJet,1353.18,150.0,118.18,False
EDM,FR,46.7,-1.383333,12,2019,4,4,2020,EasyJet,772.12,92.0,55.2,False
HLY,GB,53.3,-4.633333,10,2019,1,11,2019,EuroWings,1005.37,115.0,124.41,False
LBI,FR,43.933333000000005,2.15,11,2019,1,12,2019,RyanAir,1158.78,130.0,140.64,False
BZO,IT,46.462444,11.330511,5,2019,6,11,2019,EasyJet,711.65,86.0,70.88,False
PMI,ES,39.547654,2.730388,4,2019,1,5,2019,EasyJet,291.85,44.0,28.0,False
TOJ,ES,40.455556,-3.546667,1,2019,1,2,2019,EuroWings,459.28,60.0,38.18,False
HAU,NO,59.344763,5.215903,8,2019,1,9,2019,EasyJet,927.05,107.0,81.71,False
OBF,DE,48.083333,11.283333,9,2019,1,10,2019,RyanAir,1468.16,161.0,102.45,False
HKV,BG,41.933333000000005,25.55,1,2019,2,3,2019,RyanAir,1873.46,202.0,122.42,False
PAS,GR,37.066666999999995,25.1,7,2019,5,12,2019,RyanAir,998.19,114.0,99.84,False
OMO,BA,43.285556,17.846667,6,2019,2,8,2019,RyanAir,1232.49,138.0,108.73,False
PGX,FR,45.183333000000005,0.716667,3,2019,2,5,2019,EuroWings,231.53,38.0,23.03,False
BYJ,PT,38.090241999999996,-7.926813,5,2019,2,7,2019,RyanAir,915.14,106.0,83.52,False
JTR,GR,36.404262,25.475983,9,2019,4,1,2020,RyanAir,1410.14,156.0,93.6,False
SLM,ES,40.951944,-5.501944,5,2019,4,9,2019,RyanAir,1413.53,156.0,85.09,False
GCI,GB,49.432756,-2.5950439999999997,4,2019,3,7,2019,RyanAir,1862.7,201.0,150.45,False
JEV,FR,48.616667,2.416667,5,2019,2,7,2019,EuroWings,1554.92,170.0,87.06,True
IOM,GB,54.086794999999995,-4.633191,11,2019,3,2,2020,EuroWings,1387.95,153.0,96.9,False
HZK,IS,65.955754,-17.419672,9,2019,2,11,2019,EasyJet,1133.88,128.0,131.88,False
FIE,GB,59.534301,-1.62911,5,2019,3,8,2019,EasyJet,809.81,95.0,71.11,False
MST,NL,50.915619,5.768827,9,2019,1,10,2019,EuroWings,370.19,52.0,33.09,False
MXN,FR,48.6,-3.816667,10,2019,3,1,2020,EuroWings,1545.85,169.0,107.03,False
LPY,FR,45.083333,3.766667,1,2019,2,3,2019,EasyJet,700.75,85.0,51.52,False
KZI,GR,40.288610999999996,21.841944,7,2019,8,3,2020,EasyJet,291.83,44.0,20.53,False
SRP,NO,59.833332999999996,5.4166669999999995,4,2019,1,5,2019,EuroWings,1253.91,140.0,106.91,False
LEI,ES,36.847984000000004,-2.371873,2,2019,5,7,2019,EuroWings,1782.05,193.0,129.25,False
BXV,IS,64.766667,-14.0,7,2019,1,8,2019,EuroWings,448.38,59.0,48.81,False
WIE,DE,50.04957,8.324533,5,2019,5,10,2019,RyanAir,1201.86,135.0,69.55,False
DTM,DE,51.514826,7.613139,1,2019,8,9,2019,EasyJet,364.51,51.0,21.64,False
LIG,FR,45.862179,1.176245,11,2019,1,12,2019,EasyJet,551.75,70.0,75.73,False
OSL,NO,60.194192,11.100411,9,2019,2,11,2019,RyanAir,1205.49,135.0,166.91,False
HZB,FR,50.616667,2.65,11,2019,2,1,2020,RyanAir,1099.74,124.0,82.67,False
DUS,DE,51.278327000000004,6.76558,8,2019,4,12,2019,RyanAir,109.03,25.0,23.18,False
TQR,IT,42.117841999999996,15.490703,11,2019,3,2,2020,EuroWings,1411.85,156.0,98.8,False
RDZ,FR,44.410594,2.483866,6,2019,1,7,2019,RyanAir,1012.55,116.0,95.96,False
HGL,DE,54.186944,7.9166669999999995,8,2019,3,11,2019,EuroWings,1435.89,158.0,154.65,False
STR,DE,48.690732000000004,9.193624,2,2019,1,3,2019,RyanAir,1582.87,173.0,110.09,False
LUY,ES,43.015,-7.551944000000001,4,2019,1,5,2019,EuroWings,1434.59,158.0,100.55,False
TFN,ES,28.488057,-16.345982,1,2019,4,5,2019,EasyJet,862.86,101.0,55.09,False
RTM,NL,51.948949,4.433606,6,2019,2,8,2019,EasyJet,385.66,53.0,41.76,False
AOK,GR,35.420683000000004,27.146728000000003,1,2019,5,6,2019,EasyJet,1349.49,149.0,99.78,False
CET,FR,47.066666999999995,-0.866667,5,2019,1,6,2019,RyanAir,1149.05,129.0,106.72,False
XPZ,FR,43.283333,6.633333,1,2019,1,2,2019,EasyJet,1031.75,118.0,75.09,False
PME,GB,50.8,-1.083333,12,2019,2,2,2020,RyanAir,639.85,78.0,52.0,False
TPS,IT,37.901385,12.495865,11,2019,3,2,2020,EuroWings,481.2,63.0,39.9,False
MHP,BY,53.864473,27.539686,11,2019,5,4,2020,EuroWings,1026.7,117.0,66.3,False
HER,GR,35.33663,25.174193,8,2019,4,12,2019,EasyJet,1882.65,203.0,141.18,True
MJF,NO,65.78439,13.218328,11,2019,2,1,2020,EuroWings,1260.21,141.0,112.8,False
BVG,NO,70.866667,29.0,1,2019,1,2,2019,EuroWings,318.96,46.0,35.13,False
MME,GB,54.512226,-1.434013,12,2019,5,5,2020,EuroWings,1480.16,163.0,92.37,False
EUM,DE,54.066667,9.966667,4,2019,4,8,2019,EasyJet,1019.19,116.0,82.25,False
SQZ,GB,53.307852000000004,-0.5507029999999999,4,2019,4,8,2019,EasyJet,1228.79,137.0,97.15,False
VNE,FR,47.65,-2.766667,12,2019,5,5,2020,RyanAir,923.0,107.0,60.63,False
AOT,IT,45.738611,7.3625,11,2019,3,2,2020,EasyJet,501.32,65.0,41.17,False
PEJ,IT,41.701667,15.730556,10,2019,3,1,2020,EuroWings,1138.53,128.0,81.07,False
PRV,CZ,49.590278000000005,17.208333,10,2019,1,11,2019,RyanAir,1441.23,159.0,172.01,False
TQR,IT,42.117841999999996,15.490703,10,2019,2,12,2019,EasyJet,1411.85,156.0,160.73,False
AMR,ES,36.834446,-2.456111,8,2019,4,12,2019,EasyJet,1817.86,196.0,181.75,False
ENS,NL,52.271667,6.8783330000000005,10,2019,3,1,2020,EuroWings,681.68,83.0,52.57,False
ENF,FI,68.360381,23.421201999999997,8,2019,1,9,2019,RyanAir,1499.39,164.0,104.36,False
ALF,NO,69.97716700000001,23.355809,1,2019,5,6,2019,EasyJet,714.11,86.0,69.11,False
BRV,DE,53.503156000000004,8.572528,1,2019,5,6,2019,RyanAir,868.03,101.0,67.64,False
SXF,DE,52.370278000000006,13.521388,10,2019,2,12,2019,EasyJet,702.41,85.0,87.58,False
RHA,IS,65.166667,-21.416667,7,2019,2,9,2019,EasyJet,157.82,30.0,18.18,False
PRP,FR,41.666667,8.9,7,2019,1,8,2019,EasyJet,1184.25,133.0,110.03,False
DOL,FR,49.362778000000006,0.164167,7,2019,1,8,2019,EuroWings,1160.06,131.0,108.37,False
MRS,FR,43.44178,5.222137,5,2019,1,6,2019,EasyJet,1172.02,132.0,109.2,False
MGL,DE,51.22972,6.5109699999999995,10,2019,1,11,2019,RyanAir,29.98,17.0,18.39,False
CER,FR,49.650812,-1.475198,5,2019,5,10,2019,EuroWings,1353.18,150.0,77.27,False
FMO,DE,52.130053000000004,7.694928,11,2019,1,12,2019,RyanAir,513.13,66.0,71.4,False
BDU,NO,69.056111,18.54,11,2019,5,4,2020,RyanAir,686.6,83.0,56.44,False
PIS,FR,46.586110999999995,0.30638899999999997,6,2019,4,10,2019,EasyJet,1073.59,122.0,66.55,False
SJJ,BA,43.824601,18.331541,8,2019,5,1,2020,RyanAir,796.81,94.0,53.27,False
UNT,GB,60.748559,-0.8496530000000001,1,2019,1,2,2019,EasyJet,1626.86,177.0,112.64,False
OPO,PT,41.237774,-8.670272,5,2019,4,9,2019,EuroWings,886.18,103.0,56.18,False
GFR,FR,48.883333,-1.566667,1,2019,3,4,2019,RyanAir,1597.52,174.0,100.18,False
LXS,GR,39.923906,25.233446,12,2019,1,1,2020,EuroWings,830.94,98.0,68.6,False
CAT,PT,38.725556,-9.355278,6,2019,4,10,2019,EuroWings,760.35,91.0,49.64,False
PMO,IT,38.186525,13.104778999999999,12,2019,4,4,2020,EasyJet,309.9,45.0,27.0,False
UER,ES,38.7,-4.116667,5,2019,6,11,2019,RyanAir,628.41,77.0,63.47,False
SEJ,ES,40.97167,-5.648333,6,2019,7,1,2020,EasyJet,1458.49,160.0,80.0,False
PNV,LT,55.733332999999995,24.383333,5,2019,3,8,2019,EuroWings,1226.0,137.0,102.54,False
PSL,GB,56.233332999999995,-3.566667,10,2019,4,2,2020,EasyJet,1498.26,164.0,98.4,False
HUY,GB,53.583378,-0.34851,9,2019,1,10,2019,RyanAir,1443.04,159.0,101.18,False
HZB,FR,50.616667,2.65,1,2019,3,4,2019,RyanAir,1099.74,124.0,71.39,False
BSL,FR,47.599608,7.532603999999999,9,2019,3,12,2019,EasyJet,1449.6,159.0,155.63,False
CFU,GR,39.60784,19.914645,2,2019,2,4,2019,RyanAir,580.0,73.0,44.24,False
URD,DE,49.8,11.133333,7,2019,3,10,2019,EasyJet,1268.14,141.0,81.18,False
OPA,IS,66.416667,-16.483333,1,2019,2,3,2019,EasyJet,1030.78,118.0,71.52,False
QQM,GB,-1.0,-1.0,12,2019,2,2,2020,EuroWings,1378.58,152.0,101.33,False
BVA,FR,49.459488,2.110815,2,2019,1,3,2019,EasyJet,1495.18,164.0,104.36,False
HOQ,DE,50.289167,11.862222000000001,2,2019,5,7,2019,RyanAir,752.97,90.0,60.27,False
LAI,FR,48.754166999999995,-3.4819440000000004,12,2019,4,4,2020,EuroWings,1616.52,176.0,105.6,False
QPK,DE,52.582638,13.915935000000001,2,2019,1,3,2019,EasyJet,737.11,88.0,56.0,False
HAA,NO,70.466667,22.15,4,2019,6,10,2019,EasyJet,555.72,70.0,40.73,False
PFJ,IS,65.033333,-19.008333,12,2019,2,2,2020,RyanAir,800.16,95.0,63.33,False
CWL,GB,51.398768,-3.339075,11,2019,7,6,2020,EuroWings,678.2,82.0,53.3,False
JMK,GR,37.436111,25.344444,7,2019,3,10,2019,EuroWings,752.02,90.0,51.82,False
MZM,FR,49.0725,6.134444,8,2019,1,9,2019,RyanAir,1356.42,150.0,95.45,False
KYN,GB,52.034277,-0.774107,7,2019,1,8,2019,EasyJet,493.76,64.0,52.95,False
LDY,GB,55.040986,-7.156924000000001,3,2019,5,8,2019,EuroWings,1565.83,171.0,114.52,False
LTN,GB,51.879768,-0.376232,2,2019,6,8,2019,EasyJet,439.36,58.0,18.28,True
CGN,DE,50.878363,7.122224,3,2019,5,8,2019,RyanAir,334.66,48.0,32.15,False
NSY,IT,37.40702,14.914698000000001,1,2019,6,7,2019,EuroWings,1357.2,150.0,94.55,False
KSF,DE,51.40568,9.376578,4,2019,2,6,2019,RyanAir,683.56,83.0,65.39,False
SZG,AT,47.791226,12.997330999999999,8,2019,4,12,2019,EasyJet,1819.6,196.0,181.75,False
MEN,FR,44.504157,3.5277480000000003,8,2019,5,1,2020,EuroWings,1080.64,123.0,69.7,False
RJL,ES,42.456944,-2.323611,5,2019,1,6,2019,EasyJet,1608.97,175.0,144.77,False
MUC,DE,48.353004999999996,11.790142999999999,7,2019,3,10,2019,EasyJet,1656.22,180.0,103.64,False
BQT,BY,52.110065000000006,23.898222,8,2019,1,9,2019,EasyJet,463.11,61.0,38.82,False
KKY,IE,52.65,-7.25,1,2019,1,2,2019,EasyJet,749.22,89.0,56.64,False
TFS,ES,28.044444,-16.5725,3,2019,1,4,2019,EuroWings,702.46,85.0,54.09,False
VLL,ES,41.70581,-4.844626,7,2019,1,8,2019,EasyJet,1536.05,168.0,138.98,False
GRQ,NL,53.120278000000006,6.575556,9,2019,2,11,2019,EuroWings,1233.69,138.0,142.18,False
LTN,GB,51.879768,-0.376232,12,2019,3,3,2020,EuroWings,439.36,58.0,36.73,False
TOJ,ES,40.455556,-3.546667,8,2019,2,10,2019,EasyJet,459.28,60.0,36.36,False
NNR,IE,53.216667,-9.466667,5,2019,3,8,2019,EasyJet,484.01,63.0,47.15,False
RAY,GB,55.833332999999996,-3.9666669999999997,9,2019,5,2,2020,RyanAir,1537.47,168.0,61.88,True
SEN,GB,51.57265,0.698248,6,2019,6,12,2019,EasyJet,275.39,42.0,34.62,False
NVS,FR,47.0,3.15,10,2019,1,11,2019,EuroWings,518.73,66.0,53.55,True
GRW,PT,39.090953999999996,-28.027958,12,2019,3,3,2020,EuroWings,530.38,68.0,43.07,False
IGS,DE,48.722246999999996,11.537142999999999,8,2019,2,10,2019,EasyJet,1579.5,172.0,104.24,False
JAH,FR,43.283333,5.6,7,2019,2,9,2019,RyanAir,1146.7,129.0,78.18,False
LIN,IT,45.460958000000005,9.279157000000001,7,2019,3,10,2019,EasyJet,471.37,62.0,35.7,False
WFD,GB,53.33805600000001,-2.148889,10,2019,4,2,2020,EasyJet,671.49,82.0,49.2,False
JKH,GR,38.345795,26.142335,6,2019,1,7,2019,RyanAir,383.59,53.0,43.85,False
CHV,PT,41.733333,-7.466667,3,2019,3,6,2019,EasyJet,1474.78,162.0,121.25,False
HEV,ES,37.266667,-6.95,11,2019,3,2,2020,EasyJet,993.78,114.0,72.2,False
VHY,FR,46.165556,3.409722,10,2019,3,1,2020,RyanAir,29.51,17.0,10.77,False
MVA,IS,65.616667,-16.966667,2,2019,4,6,2019,EuroWings,791.3,94.0,66.65,False
MRW,DK,54.685832999999995,11.435,4,2019,2,6,2019,RyanAir,1587.69,173.0,136.3,False
FCN,DE,53.768526,8.665585,4,2019,3,7,2019,RyanAir,981.17,113.0,84.58,False
MHZ,GB,52.361902,0.486411,9,2019,7,4,2020,EuroWings,744.47,89.0,44.5,False
FLW,PT,39.466667,-31.15,7,2019,2,9,2019,RyanAir,541.68,69.0,41.82,False
SXF,DE,52.370278000000006,13.521388,3,2019,1,4,2019,RyanAir,702.41,85.0,54.09,False
ACH,CH,47.483333,9.566667,11,2019,8,7,2020,RyanAir,814.91,96.0,69.89,False
IDY,FR,46.717867,-2.3886939999999997,12,2019,2,2,2020,RyanAir,412.03,56.0,37.33,False
SQZ,GB,53.307852000000004,-0.5507029999999999,6,2019,1,7,2019,EasyJet,1228.79,137.0,85.0,True
HGL,DE,54.186944,7.9166669999999995,6,2019,1,7,2019,EuroWings,1435.89,158.0,130.71,False
AAL,DK,57.086551,9.872241,7,2019,2,9,2019,EasyJet,1066.71,121.0,73.33,False
FSC,FR,41.498633,9.098222999999999,6,2019,2,8,2019,EasyJet,1050.17,120.0,94.55,False
CSA,GB,56.083332999999996,-6.2,11,2019,1,12,2019,EuroWings,884.73,103.0,111.43,False
NOR,IS,65.131883,-13.746385,9,2019,1,10,2019,RyanAir,646.4,79.0,50.27,False
OHD,MK,41.180231,20.743216,6,2019,8,2,2020,RyanAir,1137.1,128.0,59.73,False
BNX,BA,44.933333000000005,17.3,11,2019,1,12,2019,EuroWings,612.49,76.0,82.22,False
SKN,NO,68.57914699999999,15.032921,11,2019,3,2,2020,EasyJet,1519.75,166.0,126.16,False
EAS,ES,43.356401,-1.793538,8,2019,5,1,2020,RyanAir,1478.49,162.0,91.8,False
RFN,IS,66.416667,-15.016667000000002,7,2019,8,3,2020,RyanAir,903.63,105.0,49.0,False
RYG,NO,59.37593100000001,10.783043,6,2019,2,8,2019,EasyJet,671.49,82.0,77.53,False
PIS,FR,46.586110999999995,0.30638899999999997,12,2019,2,2,2020,EuroWings,1073.59,122.0,81.33,False
EDI,GB,55.948143,-3.3641769999999998,6,2019,6,12,2019,RyanAir,1713.17,186.0,153.31,False
SCS,GB,60.436824,-1.294972,4,2019,1,5,2019,RyanAir,1378.46,152.0,96.73,False
MFX,FR,45.416667,6.566667,10,2019,1,11,2019,EasyJet,329.61,47.0,50.85,False
PSR,IT,42.437222,14.187222,12,2019,5,5,2020,EasyJet,1581.9,173.0,98.03,False
SOJ,NO,69.783333,20.933332999999998,1,2019,3,4,2019,EasyJet,766.39,91.0,62.87,False
RVN,FI,66.55904699999999,25.829609,10,2019,5,3,2020,EasyJet,1702.31,185.0,104.83,False
MKA,CZ,49.983333,12.716667,2,2019,1,3,2019,EuroWings,765.46,91.0,57.91,False
MXP,IT,45.627404999999996,8.71237,11,2019,2,1,2020,RyanAir,390.24,54.0,36.0,False
NRD,DE,53.833332999999996,7.1666669999999995,11,2019,1,12,2019,EasyJet,1559.15,170.0,183.91,False
QFK,NO,62.05,5.366667,6,2019,2,8,2019,RyanAir,1250.86,140.0,132.36,False
MSE,GB,51.346396,1.357335,12,2019,1,1,2020,EasyJet,383.98,53.0,37.1,False
RHE,FR,49.310833,4.050555999999999,2,2019,2,4,2019,EuroWings,1747.9,189.0,114.55,False
MLA,MT,35.849776,14.495401000000001,3,2019,3,6,2019,EuroWings,1533.67,168.0,125.75,False
ZQW,DE,49.215161,7.399708,8,2019,3,11,2019,EuroWings,1332.29,148.0,144.86,False
FSS,GB,57.65,-3.566667,11,2019,1,12,2019,EasyJet,674.33,82.0,66.53,True
MKA,CZ,49.983333,12.716667,8,2019,4,12,2019,RyanAir,765.46,91.0,84.38,False
NRL,GB,59.367491,-2.434444,6,2019,4,10,2019,EuroWings,446.24,59.0,32.18,False
GLO,GB,51.894228000000005,-2.1657599999999997,10,2019,3,1,2020,EuroWings,389.9,53.0,33.57,False
HEM,FI,60.25,25.05,11,2019,1,12,2019,EasyJet,1731.41,188.0,203.38,False
CMF,FR,45.637994,5.88437,2,2019,1,3,2019,RyanAir,461.0,61.0,38.82,False
RKV,IS,64.131055,-21.932476,3,2019,1,4,2019,EuroWings,587.46,73.0,46.45,False
ZXQ,NO,60.183333,5.516667,11,2019,3,2,2020,EasyJet,1464.97,161.0,122.36,False
JNX,GR,37.1,25.383333,1,2019,4,5,2019,EasyJet,966.12,111.0,60.55,False
FLF,DE,54.772222,9.383333,10,2019,8,6,2020,RyanAir,1458.0,160.0,97.07,False
MXN,FR,48.6,-3.816667,8,2019,1,9,2019,RyanAir,1545.85,169.0,107.55,False
CHE,EE,59.447989,24.753279,1,2019,7,8,2019,EuroWings,1190.1,134.0,79.18,False
XRY,ES,36.750614,-6.064535,2,2019,5,7,2019,EuroWings,1188.68,133.0,89.07,False
WRY,GB,59.35,-2.95,5,2019,5,10,2019,RyanAir,368.14,51.0,26.27,False
CDG,FR,49.003196,2.567023,12,2019,2,2,2020,EasyJet,1691.86,184.0,122.67,False
VNO,LT,54.643079,25.279605,1,2019,3,4,2019,RyanAir,1796.96,194.0,83.77,True
UTI,FI,60.9,26.933333,5,2019,1,6,2019,EasyJet,1534.55,168.0,138.98,False
LRA,GR,39.651111,22.463889,11,2019,4,3,2020,EasyJet,188.35,33.0,19.8,False
CHE,EE,59.447989,24.753279,1,2019,1,2,2019,RyanAir,1190.1,134.0,85.27,False
OLB,IT,40.903143,9.514823,10,2019,1,11,2019,EasyJet,628.82,77.0,83.3,False
INV,GB,57.539345999999995,-4.063738,8,2019,2,10,2019,RyanAir,645.5,79.0,47.88,False
RHO,GR,36.401866,28.090677000000003,6,2019,1,7,2019,EuroWings,1736.42,188.0,155.53,False
NOE,DE,53.5,7.1666669999999995,1,2019,6,7,2019,EuroWings,1375.65,152.0,47.9,True
SOJ,NO,69.783333,20.933332999999998,4,2019,6,10,2019,RyanAir,766.39,91.0,52.95,False
GLA,GB,55.864213,-4.431782,2,2019,1,3,2019,EuroWings,1352.78,150.0,95.45,False
AHO,IT,40.630404999999996,8.295891000000001,4,2019,1,5,2019,RyanAir,813.54,96.0,61.09,False
LRA,GR,39.651111,22.463889,12,2019,1,1,2020,EasyJet,188.35,33.0,23.1,False
KSO,GR,40.450833,21.273332999999997,11,2019,2,1,2020,RyanAir,567.38,71.0,47.33,False
VID,BG,43.983333,22.816667000000002,10,2019,1,11,2019,EasyJet,1336.7,148.0,160.11,False
BBP,GB,50.683333000000005,-1.083333,7,2019,6,1,2020,RyanAir,694.36,84.0,44.8,False
JKH,GR,38.345795,26.142335,5,2019,3,8,2019,RyanAir,383.59,53.0,39.67,False
BHX,GB,52.452518000000005,-1.7332560000000001,3,2019,5,8,2019,EuroWings,427.77,57.0,38.17,False
NCY,FR,45.930556,6.100833000000001,8,2019,2,10,2019,EasyJet,642.69,79.0,47.88,False
LPP,FI,61.044114,28.155163,7,2019,4,11,2019,EasyJet,1453.6,160.0,148.36,False
VAR,BG,43.237258000000004,27.829096000000003,1,2019,3,4,2019,EuroWings,1695.13,184.0,105.94,False
SOY,GB,59.15528199999999,-2.6415319999999998,6,2019,3,9,2019,RyanAir,273.69,42.0,24.18,False
OBS,FR,44.666667,4.7,3,2019,1,4,2019,EasyJet,746.95,89.0,42.48,True
GLO,GB,51.894228000000005,-2.1657599999999997,10,2019,1,11,2019,EasyJet,389.9,53.0,57.34,False
SYK,IS,65.1,-22.8,6,2019,5,11,2019,EasyJet,403.61,55.0,48.17,False
HYV,FI,60.654167,24.884444000000002,2,2019,4,6,2019,EuroWings,1819.98,196.0,138.98,False
NVK,NO,68.436355,17.386178,7,2019,1,8,2019,EasyJet,1377.29,152.0,150.89,False
AYH,GB,52.366667,-1.05,5,2019,8,1,2020,EasyJet,592.97,74.0,34.53,False
SPJ,GR,36.983333,22.533333,5,2019,6,11,2019,RyanAir,1815.94,196.0,80.78,True
FRZ,DE,51.114276000000004,9.286667,4,2019,6,10,2019,EasyJet,858.65,100.0,48.48,False
GWY,IE,53.283333,-9.033333,7,2019,2,9,2019,EasyJet,512.34,66.0,40.0,False
RGS,ES,42.357451,-3.613573,4,2019,3,7,2019,EuroWings,1558.4,170.0,127.24,False
JYV,FI,62.403622999999996,25.681431,6,2019,6,12,2019,EasyJet,875.12,102.0,84.07,False
CTT,FR,43.25,5.783333,7,2019,1,8,2019,EuroWings,1125.42,127.0,105.06,False
BHX,GB,52.452518000000005,-1.7332560000000001,12,2019,1,1,2020,EasyJet,427.77,57.0,39.9,False
VLY,GB,53.250358999999996,-4.529017,4,2019,2,6,2019,EuroWings,940.31,109.0,85.88,False
BGY,IT,45.665315,9.698713,11,2019,1,12,2019,EasyJet,344.96,49.0,53.01,False
TRF,NO,59.178087,10.251807000000001,3,2019,3,6,2019,EuroWings,379.26,52.0,46.71,False
GKE,DE,50.960694000000004,6.042508,5,2019,2,7,2019,EasyJet,249.55,39.0,30.73,False
SKN,NO,68.57914699999999,15.032921,12,2019,1,1,2020,RyanAir,1519.75,166.0,139.44,False
RNN,DK,55.063644999999994,14.758273999999998,4,2019,3,7,2019,RyanAir,1603.11,175.0,130.98,False
TED,DK,57.072222,8.703333,12,2019,2,2,2020,EasyJet,941.99,109.0,72.67,False
EUM,DE,54.066667,9.966667,8,2019,6,2,2020,EasyJet,1019.19,116.0,61.87,False
CDZ,ES,36.533333,-6.3,6,2019,3,9,2019,EuroWings,1332.5,148.0,85.21,False
WHS,GB,60.376934999999996,-0.921905,11,2019,1,12,2019,EasyJet,1489.19,163.0,176.34,False
SKG,GR,40.520833,22.972222,7,2019,4,11,2019,EuroWings,531.0,68.0,63.05,False
OZI,ES,37.6625,-24.9,6,2019,5,11,2019,EasyJet,607.7,75.0,65.68,False
LRA,GR,39.651111,22.463889,5,2019,2,7,2019,EasyJet,188.35,33.0,26.0,False
LEH,FR,49.53391,0.088063,4,2019,1,5,2019,EasyJet,1053.45,120.0,38.18,True
QQM,GB,-1.0,-1.0,9,2019,2,11,2019,EasyJet,1378.58,152.0,156.61,False
LTT,FR,43.205651,6.483263,6,2019,2,8,2019,EasyJet,1079.32,122.0,96.12,False
KKY,IE,52.65,-7.25,3,2019,1,4,2019,EasyJet,749.22,89.0,56.64,False
NDY,GB,59.250065,-2.575134,11,2019,4,3,2020,RyanAir,343.83,49.0,29.4,False
PFO,CY,34.711552000000005,32.489104,2,2019,1,3,2019,EasyJet,1350.87,150.0,62.05,True
KIR,IE,52.181475,-9.535666,1,2019,2,3,2019,EuroWings,220.21,37.0,22.42,False
VAF,FR,44.920278,4.9702779999999995,3,2019,1,4,2019,EuroWings,550.36,70.0,44.55,False
SWS,GB,51.605299,-4.067821,6,2019,1,7,2019,EasyJet,491.38,64.0,52.95,False
ABZ,GB,57.200253000000004,-2.204186,4,2019,5,9,2019,EuroWings,928.35,107.0,55.12,False
OMO,BA,43.285556,17.846667,8,2019,1,9,2019,EuroWings,1232.49,138.0,87.82,False
WBG,DE,54.45,9.516667,7,2019,5,12,2019,EuroWings,1250.89,140.0,122.61,False
ZAD,HR,44.097778000000005,15.356667000000002,11,2019,7,6,2020,EuroWings,1271.74,142.0,92.3,False
ZYR,BE,50.836945,4.3355559999999995,9,2019,3,12,2019,EuroWings,913.24,106.0,103.75,False
ENS,NL,52.271667,6.8783330000000005,5,2019,1,6,2019,EuroWings,681.68,83.0,68.66,False
FLF,DE,54.772222,9.383333,2,2019,5,7,2019,EuroWings,1458.0,160.0,107.15,False
SAY,IT,43.256302000000005,11.255,8,2019,2,10,2019,EasyJet,1345.13,149.0,90.3,False
SOB,HU,46.713471999999996,17.240444,10,2019,9,7,2020,EuroWings,692.17,84.0,47.32,False
LUY,ES,43.015,-7.551944000000001,3,2019,4,7,2019,EasyJet,1434.59,158.0,112.04,False
ISC,GB,49.913333,-6.2916669999999995,9,2019,2,11,2019,EuroWings,819.66,96.0,98.91,False
OUL,FI,64.93012,25.375425,11,2019,4,3,2020,RyanAir,752.42,90.0,54.0,False
CHR,FR,46.861953,1.7281279999999999,6,2019,2,8,2019,EasyJet,897.23,104.0,81.94,False
AHO,IT,40.630404999999996,8.295891000000001,5,2019,1,6,2019,RyanAir,813.54,96.0,79.42,False
LWK,GB,60.189060999999995,-1.245291,7,2019,1,8,2019,EasyJet,1283.7,143.0,118.3,False
GOA,IT,44.415065999999996,8.850810000000001,8,2019,2,10,2019,RyanAir,1032.13,118.0,71.52,False
RHE,FR,49.310833,4.050555999999999,2,2019,5,7,2019,EasyJet,1747.9,189.0,126.57,False
DHR,NL,52.95,4.75,5,2019,3,8,2019,RyanAir,699.26,84.0,62.87,False
LVA,FR,48.066666999999995,-0.766667,12,2019,3,3,2020,EuroWings,1631.29,178.0,112.73,False
XFW,DE,53.535278000000005,9.835556,1,2019,6,7,2019,EasyJet,673.11,82.0,51.68,False
FUE,ES,28.450605,-13.869893,1,2019,4,5,2019,EuroWings,1103.35,125.0,68.18,False
ANG,FR,45.727359,0.218923,5,2019,2,7,2019,EuroWings,527.4,67.0,52.79,False
ALF,NO,69.97716700000001,23.355809,7,2019,1,8,2019,EasyJet,714.11,86.0,85.37,False
GFR,FR,48.883333,-1.566667,5,2019,3,8,2019,EuroWings,1597.52,174.0,130.24,False
QSR,IT,40.620146000000005,14.92084,3,2019,1,4,2019,RyanAir,678.41,82.0,52.18,False
LTT,FR,43.205651,6.483263,2,2019,4,6,2019,EuroWings,1079.32,122.0,86.51,False
WIC,GB,58.45694399999999,-3.086667,12,2019,2,2,2020,EasyJet,207.73,35.0,23.33,False
CFN,IE,55.041667000000004,-8.340278,1,2019,3,4,2019,EasyJet,1610.85,176.0,101.33,False
GWY,IE,53.283333,-9.033333,8,2019,1,9,2019,EuroWings,512.34,66.0,42.0,False
QRZ,NL,51.59837,4.771592,1,2019,1,2,2019,EasyJet,463.41,61.0,38.82,False
SZR,BG,42.433333000000005,25.616667,6,2019,5,11,2019,RyanAir,1571.65,172.0,150.63,False
